(0.5209600925445557, 3, 0, -129)
(0.557030200958252, 0, 0, 0)
(0.6083309650421143, 3, 0, -643)
(0.6493997573852539, 0, 0, 0)
(0.6903600692749023, 3, 0, -1414)
(0.7364039421081543, 0, 0, 0)
(0.7723338603973389, 3, 0, -2699)
(0.8082766532897949, 0, 0, 0)
(0.8492352962493896, 3, 0, -4241)
(0.8851790428161621, 0, 0, 0)
(0.9212245941162109, 3, 0, -6297)
(0.9622118473052979, 0, 0, 0)
(1.0032174587249756, 3, 0, -8867)
(1.0493488311767578, 0, 0, 0)
(1.085376501083374, 3, 0, -12208)
(1.1315252780914307, 0, 0, 0)
(1.1674089431762695, 3, 0, -16063)
(1.2185769081115723, 0, 0, 0)
(1.2546229362487793, 3, 0, -19661)
(1.2956788539886475, 0, 0, 0)
(1.331719160079956, 3, 0, -23002)
(1.3728172779083252, 0, 0, 0)
(1.4138877391815186, 3, 0, -25829)
(1.449779748916626, 0, 0, 0)
(1.4958410263061523, 3, 0, -28399)
(1.5318207740783691, 0, 0, 0)
(1.5679025650024414, 3, 0, -30455)
(1.603785514831543, 0, 0, 0)
(1.640155553817749, 3, 0, -31997)
(1.6812574863433838, 0, 0, 0)
(1.7171833515167236, 3, 0, -32768)
(1.753183126449585, 0, 0, 0)
(1.7940661907196045, 3, 0, -30455)
(1.8352315425872803, 0, 0, 0)
(1.8711585998535156, 3, 0, -28913)
(1.907186508178711, 0, 0, 0)
(1.9430887699127197, 3, 0, -26857)
(1.984069585800171, 0, 0, 0)
(2.0301144123077393, 3, 0, -24544)
(2.0660736560821533, 0, 0, 0)
(2.112210273742676, 3, 0, -21717)
(2.1582796573638916, 0, 0, 0)
(2.199305772781372, 3, 0, -18633)
(2.2453224658966064, 0, 0, 0)
(2.2916171550750732, 3, 0, -15035)
(2.3328278064727783, 0, 0, 0)
(2.373872995376587, 3, 0, -11694)
(2.409795045852661, 0, 0, 0)
(2.450737714767456, 3, 0, -8867)
(2.4917657375335693, 0, 0, 0)
(2.5276522636413574, 3, 0, -6297)
(2.563847780227661, 0, 0, 0)
(2.6052112579345703, 3, 0, -4241)
(2.651270627975464, 0, 0, 0)
(2.6872315406799316, 3, 0, -2185)
(2.7235920429229736, 0, 0, 0)
(2.764801263809204, 3, 0, -900)
(2.805896759033203, 0, 0, 0)
(2.846925735473633, 3, 0, 128)
(2.882887601852417, 0, 0, 0)
(2.9138617515563965, 3, 0, 642)
(2.9141030311584473, 0, 0, 0)
(2.9142932891845703, 3, 0, 1927)
(2.9144809246063232, 0, 0, 0)
(2.9146652221679688, 3, 0, 3469)
(2.914848566055298, 0, 0, 0)
(2.9150454998016357, 3, 0, 5525)
(2.940875768661499, 0, 0, 0)
(2.9818646907806396, 3, 0, 8095)
(3.022843599319458, 0, 0, 0)
(3.058746576309204, 3, 0, 10922)
(3.094717025756836, 0, 0, 0)
(3.130618095397949, 3, 0, 14006)
(3.1717355251312256, 0, 0, 0)
(3.217841863632202, 3, 0, 17347)
(3.2538273334503174, 0, 0, 0)
(3.2897562980651855, 3, 0, 20688)
(3.330735445022583, 0, 0, 0)
(3.3721001148223877, 3, 0, 23772)
(3.418081045150757, 0, 0, 0)
(3.4590718746185303, 3, 0, 26085)
(3.5051424503326416, 0, 0, 0)
(3.546128034591675, 3, 0, 28141)
(3.5821475982666016, 0, 0, 0)
(3.6180851459503174, 3, 0, 29940)
(3.6592297554016113, 0, 0, 0)
(3.7003421783447266, 3, 0, 30968)
(3.741426944732666, 0, 0, 0)
(3.777407646179199, 3, 0, 31996)
(3.818434953689575, 0, 0, 0)
(3.854398727416992, 3, 0, 32510)
(3.8953263759613037, 0, 0, 0)
